,codigo_municipio,municipio,uf,ano,valor
201,2109809,Santa Helena,Maranhão,2015,3
202,2109908,Santa Inês,Maranhão,2015,0
203,2110005,Santa Luzia,Maranhão,2015,0
204,2110039,Santa Luzia do Paruá,Maranhão,2015,0
205,2110104,Santa Quitéria do Maranhão,Maranhão,2015,0
206,2110203,Santa Rita,Maranhão,2015,0
207,2110302,Santo Antônio dos Lopes,Maranhão,2015,0
208,2110500,São João Batista,Maranhão,2015,0
209,2110609,São João do Carú,Maranhão,2015,0
210,2110658,São João do Paraíso,Maranhão,2015,0
211,2110708,São João do Soter,Maranhão,2015,7
212,2110807,São João dos Patos,Maranhão,2015,0
213,2111003,São José de Ribamar,Maranhão,2015,0
214,2111102,São José dos Basílios,Maranhão,2015,0
215,2111201,São Luís,Maranhão,2015,0
216,2111409,São Luís Gonzaga do Maranhão,Maranhão,2015,0
217,2111508,São Mateus do Maranhão,Maranhão,2015,0
218,2111532,São Pedro da Água Branca,Maranhão,2015,0
219,2111607,São Raimundo das Mangabeiras,Maranhão,2015,0
220,1500107,Abaetetuba,Pará,2015,1
221,1500131,Abel Figueiredo,Pará,2015,0
222,1500206,Acará,Pará,2015,2
223,1500305,Afuá,Pará,2015,463
224,1500347,Água Azul do Norte,Pará,2015,0
225,1500404,Alenquer,Pará,2015,65
226,1500503,Almeirim,Pará,2015,486
227,1500602,Altamira,Pará,2015,42
228,1500701,Anajás,Pará,2015,2839
229,1500800,Ananindeua,Pará,2015,1
230,1500859,Anapu,Pará,2015,31
231,1500909,Augusto Corrêa,Pará,2015,0
232,1500958,Aurora do Pará,Pará,2015,2
233,1501006,Aveiro,Pará,2015,1
234,1501105,Bagre,Pará,2015,3
235,1501204,Baião,Pará,2015,18
236,1501253,Bannach,Pará,2015,39
237,1501303,Barcarena,Pará,2015,0
238,1501402,Belém,Pará,2015,15
239,1501501,Bonito,Pará,2015,0
240,1501576,Benevides,Pará,2015,0
241,1501600,Bom Jesus do Tocantins,Pará,2015,2
242,1501709,Bragança,Pará,2015,0
243,1501725,Brasil Novo,Pará,2015,0
244,1501758,Brejo Grande do Araguaia,Pará,2015,5
245,1501782,Breu Branco,Pará,2015,6
246,1501808,Breves,Pará,2015,538
247,1501907,Bujaru,Pará,2015,0
248,1502004,Cachoeira do Arari,Pará,2015,0
249,1501956,Cachoeira do Piriá,Pará,2015,0
250,1502103,Cametá,Pará,2015,1
251,1502152,Canaã dos Carajás,Pará,2015,3
252,1502202,Capanema,Pará,2015,0
253,1502301,Capitão Poço,Pará,2015,0
254,1502400,Castanhal,Pará,2015,0
255,1502509,Chaves,Pará,2015,164
256,1502608,Colares,Pará,2015,0
257,1502707,Conceição do Araguaia,Pará,2015,0
258,1502756,Concórdia do Pará,Pará,2015,2
259,1502764,Cumaru do Norte,Pará,2015,53
260,1502772,Curionópolis,Pará,2015,1
261,1502806,Curralinho,Pará,2015,90
262,1502855,Curuá,Pará,2015,1
263,1502905,Curuçá,Pará,2015,1
264,1502939,Dom Eliseu,Pará,2015,0
265,1502954,Eldorado do Carajás,Pará,2015,1
266,1503002,Faro,Pará,2015,0
267,1503044,Floresta do Araguaia,Pará,2015,0
268,1503077,Garrafão do Norte,Pará,2015,0
269,1503093,Goianésia do Pará,Pará,2015,2
270,1503101,Gurupá,Pará,2015,7
271,1503200,Igarapé-Açu,Pará,2015,1
272,1503309,Igarapé-Miri,Pará,2015,0
273,1503408,Inhangapi,Pará,2015,0
274,1503457,Ipixuna do Pará,Pará,2015,0
275,1503507,Irituia,Pará,2015,1
276,1503606,Itaituba,Pará,2015,2522
277,1503705,Itupiranga,Pará,2015,2
278,1503754,Jacareacanga,Pará,2015,514
279,1503804,Jacundá,Pará,2015,2
280,1503903,Juruti,Pará,2015,0
281,1504000,Limoeiro do Ajuru,Pará,2015,0
282,1504059,Mãe do Rio,Pará,2015,0
283,1504109,Magalhães Barata,Pará,2015,0
284,1504208,Marabá,Pará,2015,4
285,1504307,Maracanã,Pará,2015,3
286,1504406,Marapanim,Pará,2015,1
287,1504422,Marituba,Pará,2015,3
288,1504455,Medicilândia,Pará,2015,0
289,1504505,Melgaço,Pará,2015,4
290,1504604,Mocajuba,Pará,2015,2
291,1504703,Moju,Pará,2015,9
292,1504752,Mojuí dos Campos,Pará,2015,0
293,1504802,Monte Alegre,Pará,2015,1
294,1504901,Muanã,Pará,2015,2
295,1504950,Nova Esperança do Piriá,Pará,2015,0
296,1504976,Nova Ipixuna,Pará,2015,1
297,1505007,Nova Timboteua,Pará,2015,0
298,1505031,Novo Progresso,Pará,2015,168
299,1505064,Novo Repartimento,Pará,2015,15
300,1505106,Óbidos,Pará,2015,159
301,1505205,Oeiras do Pará,Pará,2015,0
302,1505304,Oriximiná,Pará,2015,13
303,1505403,Ourém,Pará,2015,0
304,1505437,Ourilândia do Norte,Pará,2015,217
305,1505486,Pacajá,Pará,2015,346
306,1505494,Palestina do Pará,Pará,2015,0
307,1505502,Paragominas,Pará,2015,2
308,1505536,Parauapebas,Pará,2015,26
309,1505601,Peixe-Boi,Pará,2015,0
310,1505908,Prainha,Pará,2015,0
311,1505650,Placas,Pará,2015,10
312,1505900,Ponta de Pedras,Pará,2015,5
313,1505809,Portel,Pará,2015,269
314,1505907,Porto de Moz,Pará,2015,0
315,1506000,Prainha,Pará,2015,0
316,1506138,Redenção,Pará,2015,9
317,1506161,Rio Maria,Pará,2015,2
318,1506187,Rondon do Pará,Pará,2015,1
319,1506195,Rurópolis,Pará,2015,1
320,1506203,Salinópolis,Pará,2015,0
321,1506302,Salvaterra,Pará,2015,0
322,1506351,Santa Bárbara do Pará,Pará,2015,1
323,1506401,Santa Cruz do Arari,Pará,2015,0
324,1506500,Santa Izabel do Pará,Pará,2015,0
325,1506559,Santa Luzia do Pará,Pará,2015,0
326,1506583,Santa Maria das Barreiras,Pará,2015,4
327,1506609,Santa Maria do Pará,Pará,2015,0
328,1506708,Santana do Araguaia,Pará,2015,2
329,1506807,Santarém,Pará,2015,8
330,1506906,Santarém Novo,Pará,2015,0
331,1507003,Santo Antônio do Tauá,Pará,2015,0
332,1507102,São Caetano de Odivelas,Pará,2015,0
333,1507151,São Domingos do Araguaia,Pará,2015,1
334,1507201,São Domingos do Capim,Pará,2015,1
335,1507300,São Félix do Xingu,Pará,2015,112
336,1507409,São Francisco do Pará,Pará,2015,0
337,1507458,São Geraldo do Araguaia,Pará,2015,0
338,1507466,São João da Ponta,Pará,2015,0
339,1507474,São João de Pirabas,Pará,2015,0
340,1507508,São João do Araguaia,Pará,2015,59
341,1507607,São Miguel do Guamá,Pará,2015,0
342,1507706,São Sebastião da Boa Vista,Pará,2015,1
343,1507755,Sapucaia,Pará,2015,0
344,1507805,Senador José Porfírio,Pará,2015,6
345,1507904,Soure,Pará,2015,0
346,1507961,Tailândia,Pará,2015,1
347,1507979,Terra Alta,Pará,2015,0
348,1508035,Terra Santa,Pará,2015,0
349,1508001,Tomé-Açu,Pará,2015,0
350,1508050,Tracuateua,Pará,2015,0
351,1508084,Trairão,Pará,2015,15
352,1508100,Tucumã,Pará,2015,198
353,1508100,Tucuruí,Pará,2015,18
354,1508126,Ulianópolis,Pará,2015,0
355,1508159,Uruará,Pará,2015,2
356,1508209,Vigia,Pará,2015,3
357,1508308,Viseu,Pará,2015,1
358,1508357,Vitória do Xingu,Pará,2015,1
359,1508407,Xinguara,Pará,2015,1
360,1100015,Alta Floresta D'Oeste,Rondônia,2015,30
361,1100379,Alto Alegre dos Parecis,Rondônia,2015,0
362,1100403,Alto Paraíso,Rondônia,2015,329
363,1100346,Alvorada D'Oeste,Rondônia,2015,26
364,1100023,Ariquemes,Rondônia,2015,55
365,1100452,Buritis,Rondônia,2015,117
366,1100031,Cabixi,Rondônia,2015,0
367,1100601,Cacaulândia,Rondônia,2015,1
368,1100049,Cacoal,Rondônia,2015,5
369,1100700,Campo Novo de Rondônia,Rondônia,2015,14
370,1100809,Candeias do Jamari,Rondônia,2015,1111
371,1100908,Castanheiras,Rondônia,2015,0
372,1100056,Cerejeiras,Rondônia,2015,0
373,1100924,Chupinguaia,Rondônia,2015,1
374,1100064,Colorado do Oeste,Rondônia,2015,0
375,1100072,Corumbiara,Rondônia,2015,0
376,1100080,Costa Marques,Rondônia,2015,55
377,1100940,Cujubim,Rondônia,2015,130
378,1100098,Espigão D'Oeste,Rondônia,2015,4
379,1101005,Governador Jorge Teixeira,Rondônia,2015,1
380,1100106,Guajará-Mirim,Rondônia,2015,504
381,1101104,Itapuã do Oeste,Rondônia,2015,49
382,1100114,Jaru,Rondônia,2015,3
383,1100122,Ji-Paraná,Rondônia,2015,5
384,1100130,Machadinho D'Oeste,Rondônia,2015,641
385,1101203,Ministro Andreazza,Rondônia,2015,0
386,1101302,Mirante da Serra,Rondônia,2015,0
387,1101401,Monte Negro,Rondônia,2015,48
388,1100148,Nova Brasilândia D'Oeste,Rondônia,2015,1
389,1100338,Nova Mamoré,Rondônia,2015,199
390,1101435,Nova União,Rondônia,2015,0
391,1100502,Novo Horizonte do Oeste,Rondônia,2015,0
392,1100155,Ouro Preto do Oeste,Rondônia,2015,2
393,1101450,Parecis,Rondônia,2015,0
394,1100189,Pimenta Bueno,Rondônia,2015,1
395,1101468,Pimenteiras do Oeste,Rondônia,2015,1
396,1100205,Porto Velho,Rondônia,2015,3392
397,1100254,Presidente Médici,Rondônia,2015,0
398,1101476,Primavera de Rondônia,Rondônia,2015,0
399,1100262,Rio Crespo,Rondônia,2015,15
400,1100288,Rolim de Moura,Rondônia,2015,1
401,1100296,Santa Luzia D'Oeste,Rondônia,2015,0
402,1101484,São Felipe D'Oeste,Rondônia,2015,0
403,1101492,São Francisco do Guaporé,Rondônia,2015,14
404,1100320,São Miguel do Guaporé,Rondônia,2015,3
405,1101500,Seringueiras,Rondônia,2015,3
406,1101559,Teixeirópolis,Rondônia,2015,0
407,1101609,Theobroma,Rondônia,2015,2
408,1101708,Urupá,Rondônia,2015,2
409,1101757,Vale do Anari,Rondônia,2015,14
410,1101807,Vale do Paraíso,Rondônia,2015,1
411,1100304,Vilhena,Rondônia,2015,4
412,1400050,Alto Alegre,Roraima,2015,1352
413,1400027,Amajari,Roraima,2015,785
414,1400100,Boa Vista,Roraima,2015,61
415,1400159,Bonfim,Roraima,2015,58
416,1400175,Cantá,Roraima,2015,191
417,1400209,Caracaraí,Roraima,2015,610
418,1400233,Caroebe,Roraima,2015,140
419,1400282,Iracema,Roraima,2015,421
420,1400308,Mucajaí,Roraima,2015,384
421,1400407,Normandia,Roraima,2015,12
422,1400456,Pacaraima,Roraima,2015,187
423,1400472,Rorainópolis,Roraima,2015,1137
424,1400506,São João da Baliza,Roraima,2015,616
425,1400605,São Luiz,Roraima,2015,132
426,1400704,Uiramutã,Roraima,2015,99
427,1700251,Abreulândia,Tocantins,2015,0
428,1700301,Almas,Tocantins,2015,0
429,1700707,Araguatins,Tocantins,2015,1
430,1702703,Aurora do Tocantins,Tocantins,2015,1
431,1703602,Conceição do Tocantins,Tocantins,2015,0
432,1710508,Itacajá,Tocantins,2015,0
433,1710706,Itaguatins,Tocantins,2015,8
434,1712009,Marianópolis do Tocantins,Tocantins,2015,0
435,1712801,Maurilândia do Tocantins,Tocantins,2015,0
436,1713304,Miranorte,Tocantins,2015,0
437,1714203,Natividade,Tocantins,2015,1
438,1721000,Palmas,Tocantins,2015,1
439,1718204,Porto Nacional,Tocantins,2015,0
440,1718840,Sandolândia,Tocantins,2015,0
441,1718865,Santa Fé do Araguaia,Tocantins,2015,0
442,1720903,Taguatinga,Tocantins,2015,0
443,1721208,Tocantinópolis,Tocantins,2015,2
444,1722107,Xambioá,Tocantins,2015,2
445,5100102,Acorizal,Mato Grosso,2015,0
446,5100201,Água Boa,Mato Grosso,2015,0
447,5100250,Alta Floresta,Mato Grosso,2015,4
448,5100300,Alto Araguaia,Mato Grosso,2015,0
449,5100359,Alto Boa Vista,Mato Grosso,2015,0
450,5100409,Alto Taquari,Mato Grosso,2015,1
451,5100508,Apiacás,Mato Grosso,2015,0
452,5100607,Araguaiana,Mato Grosso,2015,0
453,5100805,Araputanga,Mato Grosso,2015,0
454,5101001,Aripuanã,Mato Grosso,2015,8
455,5101209,Barra do Bugres,Mato Grosso,2015,0
456,5101704,Barra do Garças,Mato Grosso,2015,0
457,5101852,Bom Jesus do Araguaia,Mato Grosso,2015,0
458,5101902,Brasnorte,Mato Grosso,2015,0
459,5102504,Cáceres,Mato Grosso,2015,0
460,5102603,Campinápolis,Mato Grosso,2015,0
461,5102637,Campo Novo do Parecis,Mato Grosso,2015,0
462,5102678,Campo Verde,Mato Grosso,2015,0
463,5102686,Campos de Júlio,Mato Grosso,2015,0
464,5102702,Canarana,Mato Grosso,2015,0
465,5102793,Carlinda,Mato Grosso,2015,0
466,5102850,Castanheira,Mato Grosso,2015,0
467,5103007,Chapada dos Guimarães,Mato Grosso,2015,0
468,5103056,Cláudia,Mato Grosso,2015,0
469,5103106,Cocalinho,Mato Grosso,2015,0
470,5103205,Colíder,Mato Grosso,2015,0
471,5103254,Colniza,Mato Grosso,2015,1042
472,5103304,Comodoro,Mato Grosso,2015,0
473,5103353,Confresa,Mato Grosso,2015,0
474,5103361,Conquista D'Oeste,Mato Grosso,2015,0
475,5103379,Cotriguaçu,Mato Grosso,2015,0
476,5103403,Cuiabá,Mato Grosso,2015,4
477,5103502,Diamantino,Mato Grosso,2015,0
478,5103601,Dom Aquino,Mato Grosso,2015,0
479,5103858,Gaúcha do Norte,Mato Grosso,2015,0
480,5104104,Guarantã do Norte,Mato Grosso,2015,5
481,5104203,Guiratinga,Mato Grosso,2015,1
482,5104526,Ipiranga do Norte,Mato Grosso,2015,0
483,5104559,Itaúba,Mato Grosso,2015,2
484,5105002,Jaciara,Mato Grosso,2015,0
485,5105101,Juara,Mato Grosso,2015,0
486,5105150,Juína,Mato Grosso,2015,4
487,5105176,Juruena,Mato Grosso,2015,2
488,5105259,Lambari D'Oeste,Mato Grosso,2015,0
489,5105309,Lucas do Rio Verde,Mato Grosso,2015,0
490,5105580,Marcelândia,Mato Grosso,2015,0
491,5105606,Matupá,Mato Grosso,2015,2
492,5105622,Mirassol d'Oeste,Mato Grosso,2015,1
493,5105903,Nobres,Mato Grosso,2015,0
494,5106109,Nossa Senhora do Livramento,Mato Grosso,2015,0
495,5106158,Nova Bandeirantes,Mato Grosso,2015,94
496,5108808,Nova Guarita,Mato Grosso,2015,3
497,5106182,Nova Lacerda,Mato Grosso,2015,0
498,5108857,Nova Marilândia,Mato Grosso,2015,0
499,5108907,Nova Maringá,Mato Grosso,2015,0
500,5108956,Nova Monte Verde,Mato Grosso,2015,0
501,5106224,Nova Mutum,Mato Grosso,2015,0
502,5106174,Nova Nazaré,Mato Grosso,2015,0
503,5106232,Nova Olímpia,Mato Grosso,2015,0
504,5106240,Nova Ubiratã,Mato Grosso,2015,0
505,5106257,Nova Xavantina,Mato Grosso,2015,0
506,5106273,Novo Horizonte do Norte,Mato Grosso,2015,0
507,5106265,Novo Mundo,Mato Grosso,2015,2
508,5106299,Paranaíta,Mato Grosso,2015,1
509,5106307,Paranatinga,Mato Grosso,2015,0
510,5106372,Pedra Preta,Mato Grosso,2015,0
511,5106422,Peixoto de Azevedo,Mato Grosso,2015,1
512,5106505,Poconé,Mato Grosso,2015,1
513,5106752,Pontes e Lacerda,Mato Grosso,2015,1
514,5106778,Porto Alegre do Norte,Mato Grosso,2015,0
515,5106802,Porto dos Gaúchos,Mato Grosso,2015,0
516,5106828,Porto Esperidão,Mato Grosso,2015,0
517,5106851,Porto Estrela,Mato Grosso,2015,0
518,5107008,Poxoréu,Mato Grosso,2015,0
519,5107040,Primavera do Leste,Mato Grosso,2015,0
520,5107065,Querência,Mato Grosso,2015,0
521,5107156,Ribeirãozinho,Mato Grosso,2015,0
522,5107206,Rio Branco,Mato Grosso,2015,0
523,5107578,Rondolândia,Mato Grosso,2015,8
524,5107602,Rondonópolis,Mato Grosso,2015,0
525,5107701,Rosário Oeste,Mato Grosso,2015,0
526,5107248,Santa Carmem,Mato Grosso,2015,0
527,5107800,Santo Antônio do Leste,Mato Grosso,2015,0
528,5107792,Santo Antônio do Leverger,Mato Grosso,2015,0
529,5107859,São Félix do Araguaia,Mato Grosso,2015,0
530,5107297,São José do Rio Claro,Mato Grosso,2015,0
531,5107305,São José do Xingu,Mato Grosso,2015,0
532,5107875,Sapezal,Mato Grosso,2015,1
533,5107883,Serra Nova Dourada,Mato Grosso,2015,0
534,5107909,Sinop,Mato Grosso,2015,2
535,5107925,Sorriso,Mato Grosso,2015,0
536,5107941,Tabaporã,Mato Grosso,2015,0
537,5107958,Tangará da Serra,Mato Grosso,2015,0
538,5108006,Tapurah,Mato Grosso,2015,0
539,5108055,Terra Nova do Norte,Mato Grosso,2015,1
540,5108105,Tesouro,Mato Grosso,2015,0
541,5108303,União do Sul,Mato Grosso,2015,0
542,5105507,Vila Bela da Santíssima Trindade,Mato Grosso,2015,0
543,5108600,Vila Rica,Mato Grosso,2015,0
544,1200013,Acrelândia,Acre,2016,27
545,1200054,Assis Brasil,Acre,2016,2
546,1200104,Brasileia,Acre,2016,0
547,1200138,Bujari,Acre,2016,48
548,1200179,Capixaba,Acre,2016,7
549,1200203,Cruzeiro do Sul,Acre,2016,19031
550,1200252,Epitaciolândia,Acre,2016,0
551,1200302,Feijó,Acre,2016,4
552,1200328,Jordão,Acre,2016,9
553,1200336,Mâncio Lima,Acre,2016,7685
554,1200344,Manoel Urbano,Acre,2016,0
555,1200351,Marechal Thaumaturgo,Acre,2016,64
556,1200385,Plácido de Castro,Acre,2016,27
557,1200807,Porto Acre,Acre,2016,17
558,1200393,Porto Walter,Acre,2016,315
559,1200401,Rio Branco,Acre,2016,130
560,1200427,Rodrigues Alves,Acre,2016,5995
